caption	url	Visible	Subjective	Action	Story	Meta	Irrelevant	Other	When	How	Where	Comment
person is one of the quintessential dry flies , and like most famous patterns , it has spawned many variations .	https://i.pinimg.com/736x/47/47/c3/4747c355f706cfa6837e8e60eb7b50fd.jpg	0	0	0	0	0	0	1	0	0	0	text
or , you can use earthy tones in your home .	http://cdn.lifebuzz.com/images/111466/lifebuzz-631941d7e9c3d3b87e75b4adb588c04d-limit_2000.jpg	0	0	0	1	0	0	0	0	0	0	
generations family walking on a meadow	http://l7.alamy.com/zooms/141bc9f334b44d1ca2770a209484d065/three-generations-family-walking-on-a-meadow-e71a30.jpg	1	0	1	0	0	0	0	0	0	0	
the stained glass of the southern side .	https://i.pinimg.com/736x/0a/e8/30/0ae830a1b5e4ee5237795dd2c3497009--canterbury-cathedral-cathedrals.jpg	1	0	0	0	1	0	0	0	1	0	
cows in a pasture in the mountains	https://ak5.picdn.net/shutterstock/videos/19980175/thumb/1.jpg	1	0	0	0	1	0	0	0	1	0	
beetle on wood in the forest	http://l7.alamy.com/zooms/cb57b836cbf64cfebe60694203eadd35/beetle-on-wood-in-the-forest-ej6apc.jpg	1	0	0	0	1	0	0	0	1	0	
young man recovering after surgery at home with crutches and a wheelchair	http://c8.alamy.com/comp/KCD0HP/young-man-recovering-after-surgery-at-home-with-crutches-and-a-wheelchair-KCD0HP.jpg	0	0	0	0	0	0	1	0	0	0	text
thank you card , a bouquet of roses , lettering .	https://thumb10.shutterstock.com/display_pic_with_logo/4034365/406935547/stock-vector--thank-you-card-a-bouquet-of-three-roses-lettering-hand-drawing-vector-illustration-406935547.jpg	0	0	0	0	0	0	1	0	0	0	text
damask seamless floral pattern royal wallpaper flowers on a bright background vector	https://us.123rf.com/450wm/julijamilaja/julijamilaja1211/julijamilaja121100014/16529660-damask-seamless-floral-pattern-royal-wallpaper-flowers-on-a-bright-background.jpg?ver=6	1	0	0	0	1	0	0	0	0	1	
since my car keeps breaking down , i 'll buy this new whip !	https://s-media-cache-ak0.pinimg.com/736x/38/70/9d/38709d245a7b50f697bea5c3f481653f.jpg	0	0	0	1	0	0	0	0	0	0	
as i 'm walking on a saturday evening , i notice pairs of random people dancing	http://c8.alamy.com/comp/KBRRH7/as-im-walking-at-the-charles-river-esplanade-on-a-saturday-evening-KBRRH7.jpg	0	0	0	0	0	0	1	0	0	0	text
person bowls during a training session .	http://media.gettyimages.com/photos/george-garton-bowls-during-an-england-lions-training-session-at-allan-picture-id878165332	1	0	1	0	1	0	0	1	0	0	
grainy textured icon for overlay watermark stamps .	https://thumb9.shutterstock.com/display_pic_with_logo/615538/562638712/stock-vector-award-star-seal-grainy-textured-icon-for-overlay-watermark-stamps-flat-symbol-with-scratched-562638712.jpg	1	0	0	0	1	0	0	0	0	1	
progressive metal artist perform live .	https://i1.wp.com/www.ambientlightblog.com/wp-content/uploads/2017/10/DillingerEscapePlan_002.jpg?w=678&h=452&crop	1	0	1	0	0	0	0	0	0	0	
bicycles parked outside terraced houses along the narrow street	http://l7.alamy.com/zooms/611dbf57f7d8465db876841423fc55bc/bicycles-parked-outside-terraced-houses-along-the-narrow-fitzwilliam-jc47y4.jpg	1	0	0	0	0	0	0	0	0	0	
close up photo of a young woman crying	http://l7.alamy.com/zooms/921759c17c224203959fbb7e8f769267/close-up-photo-of-a-young-woman-crying-fct9km.jpg	1	0	1	0	1	0	0	0	0	1	
tourists as far as the eye can see .	https://static1.squarespace.com/static/52f80cc1e4b039b51c12b726/53d0750be4b092efb9ca219e/53d07979e4b0b1c1fde24530/1406171519405/DSC04056.jpg	0	0	0	1	0	0	0	0	0	0	
a tennis court in an arena with a marked green hard surface at night under illuminated floodlights	http://l7.alamy.com/zooms/c5bdfc9cd3084e1a9f68e45564dedb9d/a-tennis-court-in-an-arena-with-a-marked-green-hard-surface-at-night-em5a01.jpg	1	0	0	0	1	0	0	1	1	0	
close - up of lemonade with orange juice at the poolside	http://l7.alamy.com/zooms/87ef6e59068e49a7aae9503c5b1ddeab/close-up-of-lemonade-with-orange-juice-at-the-poolside-bm26mg.jpg	1	0	0	0	1	0	0	0	1	1	
through the gate and view of pool house .	https://odis.homeaway.com/odis/listing/b287c720-f83c-4a3c-8bc0-9f557cbd7a1d.c10.jpg	1	0	0	0	1	0	0	0	0	1	
music video performer posts up during a game against sports team .	http://www.cheatsheet.com/wp-content/uploads/2016/06/Kareem-Abdul-Jabbar-Mike-Powell-Getty-Images-640x426.jpg	1	0	1	0	1	0	0	1	0	0	
comedian broke the news of the kangaroo who hopped into a pharmacy with photos via twitter .	http://assets.nydailynews.com/polopoly_fs/1.1487316.1381939705!/img/httpImage/image.jpg_gen/derivatives/article_750/kangaroo17n-1-web.jpg	0	0	0	0	0	0	1	0	0	0	text
skyline of view from tropical island .	https://image.shutterstock.com/z/stock-photo-skyline-of-indian-ocean-view-from-tropical-island-in-the-maldives-375559603.jpg	0	0	0	0	0	1	0	0	0	0	
black spiders close up on a stone	https://thumb1.shutterstock.com/display_pic_with_logo/83357/326338724/stock-photo-black-spiders-close-up-on-a-stone-326338724.jpg	1	0	0	0	1	0	0	0	0	1	
actor attends the premiere held .	https://media.gettyimages.com/photos/leonardo-dicaprio-attends-the-uk-premiere-of-revolutionary-road-held-picture-id84348406	1	0	1	0	1	0	0	0	1	0	
a brightly painted wooden garden bench designed for toddlers aged 2 to 5 .	https://i.pinimg.com/736x/49/b3/a3/49b3a39efaf9b35afe596f8cdf1a2933--wooden-garden-benches-kids-bench.jpg	1	0	0	1	0	0	0	0	0	0	
equestrian and actor took over the runway at ss17 show for event on friday .	https://i.pinimg.com/736x/ee/06/f4/ee06f41adcd71b5a4a5a93086f57b78a--bella-gigi-hadid-hadid-news.jpg	0	0	0	1	0	0	0	0	0	0	
hand holding and raising the national flag	https://us.123rf.com/450wm/asantosg/asantosg1609/asantosg160900355/63211467-hand-holding-and-raising-the-national-flag-of-costa-rica.jpg?ver=6	1	0	1	0	0	0	0	0	0	0	
cricket player during a training session .	https://media.gettyimages.com/photos/mahendra-singh-dhoni-during-a-training-session-at-the-sawai-mansingh-picture-id96957813?k=6&m=96957813&s=612x612&w=0&h=34smKIeKhiXUlzefl7KFeL0mZygQup4Ag1JaJC4OZ8c=	1	0	0	0	1	0	0	1	0	0	
many of the players wore hats and gloves to keep themselves warm during the session	http://i.dailymail.co.uk/i/pix/2016/11/25/19/3AC1997700000578-3972482-image-m-9_1480102436654.jpg	0	0	0	1	0	0	0	0	0	0	
with a bridge over river by person	https://i.pinimg.com/736x/14/e7/11/14e71160d0732304154934f28301f022--chartres-the-river.jpg	1	0	0	0	1	0	0	0	1	0	
week - photos from the football game .	http://football.dailyherald.com/storyimage/DA/20161014/sports/161019135/EP/1/31/EP-161019135.jpg&updated=201610142228&MaxW=800&maxH=800&noborder	0	0	0	1	0	0	0	0	0	0	
hand drawn background with a pretty fashion girl in sketch style .	https://thumb10.shutterstock.com/display_pic_with_logo/524620/151719467/stock-vector-hand-drawn-background-with-a-pretty-fashion-girl-in-sketch-style-vector-illustration-151719467.jpg	0	0	0	0	0	0	1	0	0	0	text
a worn wooden bench in a park .	https://image.shutterstock.com/z/stock-photo-a-worn-wooden-bench-in-a-park-46543084.jpg	0	0	0	0	0	0	1	0	0	0	text
an ancient castle is majestically rising on the mountain , like a dark giant , grimly peering into carefree tourists on their small boats .	https://ak3.picdn.net/shutterstock/videos/15175903/thumb/1.jpg	1	1	0	1	1	0	0	0	1	0	
members enjoyed a night of 80 's themed fun	http://www.northsomersettimes.co.uk/polopoly_fs/1.4439283.1456854461!/image/image.jpg_gen/derivatives/landscape_630/image.jpg	0	0	0	1	0	0	0	0	0	0	
trees with blooming flowers growing	http://l7.alamy.com/zooms/acc82c6a0039419488d4e0c6df1c1002/yucca-trees-with-blooming-flowers-growing-in-the-whangarei-quarry-hrwd5w.jpg	0	0	0	0	0	1	0	0	0	0	
country celebrating gold in 4 times 400 meter final at the athletics	https://media.gettyimages.com/photos/celebrating-gold-in-4-times-400-meter-final-in-london-at-the-2017-picture-id831129302?s=612x612	0	0	0	0	0	0	1	0	0	0	text
outline map of the continent and countries	https://thumb1.shutterstock.com/display_pic_with_logo/437887/437887,1303666154,4/stock-photo-outline-map-of-the-african-continent-and-countries-75856984.jpg	1	0	0	0	1	0	0	0	0	1	
vegetable crops growing in an allotment	http://l7.alamy.com/zooms/4d81df2ba7f44131be8632f72ac64e38/vegetable-crops-growing-in-an-allotment-g5w5b9.jpg	1	0	0	0	1	0	0	0	1	0	
heavy metal artist performing live in concert featuring	http://l7.alamy.com/zooms/464eae01c58f4b97aa37940579580bdf/steel-panther-performing-live-in-concert-at-the-culture-room-in-fort-e310dy.jpg	1	0	1	0	1	0	0	0	1	0	
a view of one of our hotel rooms	https://static1.squarespace.com/static/5207c8b6e4b0bdc260082535/t/55b6b66de4b04065b30f4f82/1438039586504/andaz-hotel-cusco?format=750w	1	0	0	0	1	0	0	0	0	1	
it 's time to prepare the best nursery for your prospective baby !	https://i.pinimg.com/736x/87/93/64/87936408397ac07746e0a4c97ac8abed.jpg	0	0	0	1	0	0	0	0	0	0	
driving in blizzard and snow on the highway	https://ak4.picdn.net/shutterstock/videos/23922844/thumb/1.jpg	0	0	0	1	0	0	0	0	0	0	
award winner poses with award category .	http://www.macleans.ca/wp-content/uploads/2015/01/MAC03_COSH_CAROUSEL-1024x576.jpg	1	0	1	0	0	0	0	0	0	0	
cricket player celebrates dismissing last batsman , to seal a famous victory that saw his side through to the quarterfinals of the cricket world cup .	http://cdn.cnn.com/cnnnext/dam/assets/150309122823-eng-v-bang-gal-2-super-169.jpg	1	0	1	1	0	0	0	0	0	0	
the old green wood texture with natural patterns	http://c8.alamy.com/comp/ENG213/the-old-green-wood-texture-with-natural-patterns-ENG213.jpg	0	0	0	0	0	0	1	0	0	0	text
children of all ages are invited to get an up - close look at large trucks and other vehicles at the event .	http://www.dailyherald.com/storyimage/DA/20120502/entlife/705029983/EP/1/6/EP-705029983.jpg&updated=201205040602&MaxW=800&maxH=800&noborder	0	0	0	1	0	0	0	0	0	0	
cricket player reacts after being hit for a boundary during game of the series .	http://media.gettyimages.com/photos/imad-wasim-of-pakistan-reacts-after-being-hit-for-a-boundary-during-picture-id632352672	1	0	1	0	1	0	0	1	0	0	
celebrity in her convertible , which she has donated for auction to charity .	https://s-media-cache-ak0.pinimg.com/originals/27/f1/39/27f1391b38507dea89ddfd9fc2d74b7e.jpg	1	0	0	1	0	0	0	0	0	0	
it 's all in the detail .	https://i.pinimg.com/736x/ae/a3/e3/aea3e3c69748d81e7392795174e8eecd--halo-engagement-rings-vintage-rings.jpg	0	0	0	1	0	0	0	0	0	0	
the team of poses before the match	http://img.fifa.com/mm/photo/tournament/competition/01/14/61/09/1146109_big-lnd.jpg	1	0	1	0	1	0	0	1	0	0	
the characteristics of coral : coral species are invertebrates .	https://ak9.picdn.net/shutterstock/videos/17675749/thumb/1.jpg	0	0	0	1	0	0	0	0	0	0	
breakfast buffet at a deli or restaurant	http://l7.alamy.com/zooms/d2dfc2d4c48e4cdc95472efad8e41e4b/breakfast-buffet-at-a-deli-or-restaurant-c0f4c0.jpg	1	0	0	0	1	0	0	0	1	0	
red arrow pointing federal republic on the map of continent	http://c8.alamy.com/comp/HEDMFP/red-arrow-pointing-iraq-on-the-map-of-asia-continent-HEDMFP.jpg	0	0	0	0	0	0	1	0	0	0	text
grades give students an opportunity to receive clear feedback from teachers .	https://img-aws.ehowcdn.com/750x428p/photos.demandstudios.com/getty/article/78/97/76763031.jpg	0	0	0	1	0	0	0	0	0	0	
pretty young woman buys fruit at the market	https://thumb7.shutterstock.com/display_pic_with_logo/90390/645154135/stock-photo-pretty-young-woman-buys-fruit-at-the-market-645154135.jpg	1	1	1	0	1	0	0	0	1	0	
pretty red - haired woman cooking vegetables in the kitchen	http://l7.alamy.com/zooms/5ec8377be4e24698a51b33dcb83987e3/pretty-red-haired-woman-cooking-vegetables-in-the-kitchen-c5me08.jpg	1	1	1	0	1	0	0	0	1	0	
a food stall at market	https://cdn.cheapoguides.com/wp-content/uploads/sites/4/2017/06/13448843495_6e1cdef661_k-770x513.jpg	0	0	0	0	0	0	1	0	0	0	text
person , dressed as a lobster	https://s-media-cache-ak0.pinimg.com/736x/f7/3c/1a/f73c1a2e0ebefcc88af900be42881486.jpg	0	0	0	0	0	0	1	0	0	0	text
the cliff at the east end	http://vmfaubert.com/cb/essays/33/images/2013.06.17_dsc_3128.jpg	1	0	0	0	1	0	0	0	1	0	
little house in the field	http://l7.alamy.com/zooms/036e8a3934064ccc9adc7504a71408ca/little-house-in-the-field-b3bc22.jpg	1	0	0	0	0	0	0	0	0	0	
equestrian walks the runway at fashion designer during fashion week .	https://media.gettyimages.com/photos/bella-hadid-walks-the-runway-at-carolina-herrera-during-new-york-on-picture-id635133224	1	0	1	0	1	0	0	1	1	0	
wise man on a truck , vector illustration design .	https://thumb1.shutterstock.com/display_pic_with_logo/1688539/756914308/stock-vector-wise-man-on-a-truck-vector-illustration-design-three-wise-men-collection-756914308.jpg	1	1	0	0	1	0	0	0	0	1	
not only can hair extensions look cheap , they can cause other issues for the men in your life .	http://cdn.lifebuzz.com/images/223836/lifebuzz-e20ff6852853e321c01e43318b15f8b6-limit_2000.jpg	0	0	0	1	0	0	0	0	0	0	
breakfast at the bar : croissant with chocolate	http://l7.alamy.com/zooms/8dedbf9ea7d9431ba7d54cc0661fce9e/italian-breakfast-at-the-bar-croissant-with-chocolate-dahtr0.jpg	1	0	0	1	0	0	0	0	0	0	
wooden house in the rural area of east coast	http://c8.alamy.com/comp/KAAAWY/charming-bajan-wooden-house-in-the-rural-area-of-barbados-east-coast-KAAAWY.jpg	1	0	0	0	1	0	1	0	1	0	text
large ice breaker ships moored in harbour in the summer	http://l7.alamy.com/zooms/bcd8d7928c77402688675d4065268660/large-ice-breaker-ships-moored-in-helsinki-harbour-in-the-summer-finland-enny71.jpg	1	0	0	0	1	0	0	1	1	0	
head of a dog by painting artist	https://i3.cpcache.com/product/1191835433/head_of_a_dog_by_renoir_vint_necklace.jpg?width=550&height=550&Filters=%5B%7B%22name%22%3A%22crop%22%2C%22value%22%3A%7B%22x%22%3A45.8%2C%22y%22%3A0%2C%22w%22%3A458.3%2C%22h%22%3A550.0%7D%2C%22sequence%22%3A1%7D%2C%7B%22name%22%3A%22background%22%2C%22value%22%3A%22F2F2F2%22%2C%22sequence%22%3A2%7D%5D	1	0	0	1	0	0	0	0	0	0	
some of the sandals and shoes in store by retail	https://media.merchantcircle.com/43598515/1470922383.08-93324dc3d32bba99e0e0b8fd3467d6c6_full.jpeg	1	0	0	0	1	0	0	0	1	0	
politician , wearing a red skinny tie and glasses , smiles next to politician .	http://www.abc.net.au/news/image/9263638-3x2-700x467.jpg	1	0	1	0	0	0	0	0	0	0	
a helicopter drops water on a portion of burning forest .	https://www.pe.com/wp-content/uploads/migration/nq5/nq59qs-fire.jpg?w=620	1	0	1	0	1	0	0	0	1	0	
pop artist and actor at the premiere of new year 's eve	http://www.laineygossip.com/Content/images/articles/ashton%20kutcher%2006dec11%2009.jpg	1	0	0	0	1	0	0	0	1	0	
filming location -- my first apartment was on this square .	https://i.pinimg.com/736x/04/ab/f2/04abf2dec6a0bd6156e9d7c3d25469a1--my-first-apartment-philadelphia-pa.jpg	0	0	0	1	0	0	0	0	0	0	
an old stone built building overgrown	http://l7.alamy.com/zooms/5caddd57697a4724809377773b645757/an-old-stone-built-building-overgrown-with-vegetation-cornwall-england-f6p958.jpg	1	0	0	0	0	0	0	0	0	0	
vector icon of a phone	https://thumb7.shutterstock.com/display_pic_with_logo/164004146/586094345/stock-vector-vector-icon-of-a-phone-586094345.jpg	1	0	0	0	1	0	0	0	0	1	
industrial design students create solar bag that purifies water while person walks	https://3c1703fe8d.site.internapcdn.net/newman/gfx/news/hires/2012/1-industrialde.jpg	0	0	0	1	0	0	0	0	0	0	
tourists eating ice cream in the street	http://c8.alamy.com/comp/KDXGTY/tourists-eating-ice-cream-in-the-street-in-florence-italy-KDXGTY.jpg	0	0	0	0	0	0	1	0	0	0	text
dead tree amongst living vegetation on the route	https://media.gettyimages.com/photos/dead-tree-amongst-living-vegetation-on-the-route-of-the-ridge-walk-picture-id898447044?s=612x612	1	0	0	0	1	0	0	0	1	0	
a float down river capped off a wonderful week of exploration for students and their teachers .	http://www.bethel.k12.or.us/b-mail/files/2014/04/KHSUtahTrip.jpg	0	0	0	1	0	0	0	0	0	0	
our driver as film character on top of the christmas tree in tourist attraction .	https://static2.stuff.co.nz/1384920654/596/9422596.jpg	1	0	0	0	1	0	0	0	1	0	
handicapped man sits in a wheel chair in a public park	http://l7.alamy.com/zooms/916704144e6245f2a78a37bf36c5bbfa/handicapped-man-sits-in-a-wheel-chair-in-a-public-park-leipzig-eastern-c69tw8.jpg	1	0	1	0	1	0	0	0	1	0	
a review of a cookbook .	https://i.pinimg.com/736x/29/0d/dc/290ddc554f4b1baecfe447abc8ebc3b6--nepali-food-cookery-books.jpg	0	0	0	0	0	0	1	0	0	0	text
soldiers assigned , prepare to load a helicopter assigned	http://l7.alamy.com/zooms/b21dd7ea190d4bc193774f18ab7a1452/us-army-soldiers-assigned-to-the-10th-special-forces-group-prepare-eg1a09.jpg	0	0	0	1	0	0	0	0	0	0	
christmas card with a christmas tree and snowman stock vector	https://previews.123rf.com/images/seriga/seriga1610/seriga161000136/66230709-2017-christmas-card-with-a-christmas-tree-and-snowman-Stock-Vector.jpg	0	0	0	0	0	0	1	0	0	0	text
tips for creating a home office	https://i.pinimg.com/736x/27/93/4c/27934c3f583eddc2a0996ccedbfa3b2e--navy-office-white-office.jpg	0	0	0	1	0	0	0	0	0	0	
a white jellyfish in aquarium	http://l7.alamy.com/zooms/418f3d55b3ac4daf9a9203da70c4694d/a-white-jellyfish-in-aquarium-j24td7.jpg	1	0	0	0	1	0	0	0	1	0	
dog walkers with dogs having a conversation on the street	https://ak0.picdn.net/shutterstock/videos/27143320/thumb/1.jpg	1	0	1	0	0	0	0	0	0	0	
boats tied up in a little port	http://l7.alamy.com/zooms/0423047f3e154704898b357754a5aece/boats-tied-up-in-a-little-port-in-naples-italy-hhjf6y.jpg	1	0	0	0	1	0	0	0	1	0	
a child plays a toy .	https://thumb1.shutterstock.com/display_pic_with_logo/174592918/651134338/stock-vector-a-child-plays-a-toy-children-s-room-vector-illustration-on-black-background-651134338.jpg	1	0	1	0	0	0	0	0	0	0	
illustrated country shape with the flag	https://thumb9.shutterstock.com/display_pic_with_logo/439435/488213776/stock-photo-illustrated-country-shape-with-the-flag-inside-of-haiti-488213776.jpg	1	0	0	0	0	0	0	0	0	0	
dear aspiring author ; write with heart .	http://img.picturequotes.com/2/805/804055/dear-aspiring-author-write-with-heart-put-that-open-honest-bare-soul-on-paper-quote-1.jpg	0	0	0	0	0	0	1	0	0	0	text
this hungry ape enjoys a dinner of lettuce and grapes	https://i2-prod.mirror.co.uk/incoming/article5653886.ece/ALTERNATES/s1227b/PAY-This-hungry-ape-enjoys-a-dinner-of-lettuce-and-grapes.jpg	1	0	0	1	0	0	0	0	0	0	
blank paper sheet inserted into another piece of paper	https://thumb9.shutterstock.com/display_pic_with_logo/892279/146063486/stock-vector-blank-paper-sheet-inserted-into-another-piece-of-paper-146063486.jpg	1	0	0	0	0	0	0	0	0	0	
digital art selected for the #	http://25.media.tumblr.com/f28d3579bd587aa3dea0a87fd4ce7a79/tumblr_mporcwEY3y1r46py4o1_1280.jpg	0	0	0	0	0	0	1	0	0	0	text
# drops back to pass against sports team .	https://media.gettyimages.com/photos/ryan-fitzpatrick-of-the-buffalo-bills-drops-back-to-pass-against-the-picture-id158032654?k=6&m=158032654&s=612x612&w=0&h=KwDjnxTPzvTh4i0V_UlH0t_drFxLU3HKrR19zsRZxLg=	1	0	1	0	0	0	0	0	0	0	
people clear the last fence to win the race	https://media.gettyimages.com/photos/richard-johnson-and-rooster-booster-clear-the-last-fence-to-win-the-picture-id52682024?s=612x612	0	0	0	1	0	0	0	0	0	0	
images from the graduation at the school .	http://www.dailyherald.com/storyimage/DA/20130531/news/705319609/EP/1/17/EP-705319609.jpg&updated=201305312331&MaxW=800&maxH=800&noborder	0	0	0	1	0	0	0	0	0	0	
